990407 4417 794
800704 1972 191
600306 9834 799
780115 7397 891
150921 8104 282
891217 9676 098
970519 4297 880
640724 3419 686
690727 2387 399
780409 9901 288
960513 2926 488
820114 0458 284
621028 2713 881
000608 9293 597
730628 5064 397
080120 4453 694
491026 9005 590
800923 9565 385
541115 2558 198
750611 4046 694
910619 5899 687
540918 2021 282
141231 9009 391
560403 9486 393
600623 8535 682
980617 0952 290
101030 1572 681
540802 3454 097
900701 0002 095
050807 3480 483
131129 7570 980
051205 4610 289
130803 4576 996
930611 8568 390
760521 3258 589
981124 8991 496
130718 8612 089
710805 8813 788
140924 7424 097
060808 7698 197
740108 1141 684
890509 9697 384
570807 3883 683
840607 2691 996
100106 9133 199
950728 0445 694
760821 2854 580
050705 1629 581
460519 9115 094
961109 2583 890
471105 7158 193
451113 5676 794
640107 7443 097
020703 4916 384
120812 4309 686
611219 3799 797
670107 2690 382
560720 7122 881
410907 0905 792
620514 3981 095
701021 5234 980
161109 5564 293
050409 9211 180
550429 6103 881
800614 3292 892
630721 7190 099
450407 3977 982
560328 9144 883
530326 3942 987
420430 0506 285
441114 4468 895
400428 9973 694
941114 5040 296
191212 1449 684
900505 3982 891
860416 2675 690
590110 4149 086
890608 4488 895
680504 2067 099
641127 7028 596
650127 4106 784
100422 9666 885
630430 7507 783
841105 2951 595
451031 0245 397
620416 9888 794
080613 7026 380
540701 0379 299
131007 2059 482
630112 2864 699
150225 8755 691
580919 3643 993
931207 2899 391
530806 3619 585
110908 7705 693
820722 5526 495
000917 5773 483
090923 7762 780
441119 4019 496
191224 6044 598
870715 7249 891
510529 3077 996
590129 8093 683
480105 2891 485
690303 0372 997
841126 1927 091
851009 3859 895
010714 1533 395
620910 7984 394
170131 1557 296
880715 0093 096
630211 3846 286
781021 1752 695
780730 8608 581
570728 9141 688
870809 6626 480
600827 6731 490
060726 0215 598
490807 5581 589
001120 2392 391
791119 6443 687
840708 6009 089
801107 4139 281
171129 1109 091
650920 7970 582
470420 0870 795
070308 1170 180
660623 0967 085
040526 8953 495
971115 5903 085
870312 3476 693
900602 8032 087
620219 5060 280
721013 3523 984
440411 3975 096
051105 5376 880
180102 8610 992
141008 0671 287
450111 3303 091
050406 2256 098
171114 5236 496
761224 5527 293
480214 6695 189
410606 8773 482
851107 1263 583
480320 1340 390
930814 4498 284
080110 3574 285
560328 3138 984
520923 2330 794
000604 4649 087
970212 7087 491
681005 0825 587
831213 5802 397
471204 6272 880
000227 3728 699
170708 8619 695
571210 4724 098
480201 8116 398
430906 2340 683
510227 8308 188
701208 7642 194
590923 5370 687
670315 0915 791
880321 7172 090
050520 1301 098
671104 9114 992
900507 5242 199
420601 0339 297
891107 2873 797
190316 6375 793
660825 0533 985
180822 3650 980
871215 5296 584
790506 8547 385
960925 8296 180
980211 5526 090
001117 0969 992
660105 4281 783
410813 2897 481
460726 6625 586
620502 1730 897
770815 8382 785
721212 6970 990
411026 4248 583
870924 6670 295
630204 1750 385
021025 9477 293
460912 7550 387
931123 1418 785
980226 5679 981
530113 4485 896
001212 8511 290
901227 6964 588
571202 9012 780
630120 6134 997
421201 9180 496
970623 6510 098
510309 8217 896
470628 8524 193
990516 8912 180
520525 9038 783
570620 6552 799
870516 9679 281
020722 3627 388
580227 6849 691
780626 7756 989
100808 4185 189
731109 9881 889
650626 7480 096
610802 4216 589
670204 8075 995
110331 1325 097
581020 3851 693
971216 5777 681
850122 4563 087
601207 4429 096
670112 6411 084
030303 5914 997
870715 3987 695
620605 5720 098
021001 6441 394
850119 3411 692
650316 7368 880
480306 0337 582
980429 2624 789
100922 6594 193
740501 0485 798
880214 1801 286
170724 2046 198
130228 9890 987
480219 1113 896
960119 9045 591
530301 0557 585
720414 0836 588
130209 5778 487
501022 4751 796
780521 3334 186
750816 8969 583
520215 3865 581
970828 5989 682
131019 1046 898
141026 7100 192
831128 7176 493
991102 9004 093
120706 3252 987
620810 4721 088
020914 4344 997
750126 3790 188
520708 4329 794
510301 9827 294
931228 7728 388
120329 3380 491
830216 8198 187
710912 9431 892
780813 7156 396
931210 0029 481
701210 3185 296
171002 0357 588
441215 3017 988
560708 9207 487
591021 5190 385
760816 2684 793
930706 3785 080
960202 3515 582
900501 3780 397
520611 4864 591
170326 6458 287
690619 4109 898
741224 9907 397
730219 9873 088
491229 5235 782
721223 0259 680
820514 1815 381
170602 6707 492
900305 4494 381
010828 0069 486
140713 6721 687
580320 9001 581
490104 6255 189
611022 9822 896
680606 6848 580
980928 7868 589
820614 3094 480
610824 2940 196
000713 9090 197
751130 5606 289
110822 2030 386
121204 4806 490
871019 5591 681
991126 9240 192
060729 0328 690
001001 0190 299
880424 2672 589
030622 8161 393
581102 3778 288
730321 6303 796
830220 6477 089
901014 3959 493
820130 8452 090
410525 2414 392
750519 6041 895
471018 6007 888
050701 4606 999
910813 9610 196
820724 5779 389
820629 5905 492
071016 5475 993
450109 9498 895
951014 5767 994
111205 4191 186
440814 4857 991
560531 5651 183
651212 2284 887
660303 8777 484
760325 1252 089
140125 3340 391
140427 1237 882
930701 6611 794
810909 4254 283
421126 8186 489
450920 3865 899
910408 9851 682
450703 4363 184
970627 3983 392
560719 3342 685
720718 6809 785
700928 9119 088
520810 1500 994
840726 0932 296
420628 0016 197
090218 1338 398
481120 9335 585
581211 3837 782
140601 1185 780
000302 5127 197
050823 9811 680
170317 1752 882
600731 4470 392
690831 8264 191
040622 0345 991
100811 8845 192
861103 1251 983
480713 1202 890
440725 5098 280
510227 0220 595
490829 3674 085
030926 2945 391
530630 0063 192
030507 4436 782
480201 7755 486
720303 7627 586
761030 0474 798
890629 3679 097
710205 0266 390
450304 6539 786
810808 1411 594
751209 0208 680
970905 4152 897
740828 4116 992
481215 4550 799
400512 6542 282
750520 3032 392
020411 7395 484
551220 0054 185
120615 6914 798
000104 9109 396
400713 6405 784
671104 0857 794
191002 7727 798
760118 8884 689
970619 5364 183
070517 1565 295
740329 2948 382
471214 1429 593
041025 0418 990
960630 3907 890
911123 8731 695
580527 6341 087
760601 4879 094
030807 0502 398
060108 2600 988
521116 8010 984
590803 1101 492
420826 8158 382
671027 1162 393
410327 9821 589
181001 0571 990
990619 4162 888
620104 4782 394
150904 0567 689
970726 5971 394
850902 7723 882
591126 7581 591
890326 5011 788
800420 5499 582
170401 9085 582
750105 0733 585
571217 2533 982
191101 3019 589
630313 6868 993
690225 0952 091
951022 8817 296
821030 9776 498
910514 5000 181
690805 5010 491
720129 9324 988
030226 5838 583
570613 6311 396
160714 9740 282
180609 4463 199
981208 6146 080
111209 8518 496
980426 3127 188
441111 8297 089
470918 0756 087
690626 4427 986
430420 1060 994
800306 2200 583
061009 9481 582
570731 3365 487
100926 1163 191
571009 1113 082
040128 9659 590
860328 4856 282
780510 7362 091
471127 0998 391
871209 3209 388
170214 0771 882
060705 3340 283
790714 1689 882
730719 3779 288
680731 3587 794
610207 1594 994
450715 2147 995
401113 5408 780
040623 2606 799
720101 9855 295
090503 8206 391
470915 6652 484
920226 4911 695
580225 0544 295
640623 4431 490
600405 8004 293
080729 9196 296
720119 1098 480
091121 7131 297
940220 2740 293
781003 1781 897
020413 1584 487
950927 8952 988
620729 6020 498
130401 0556 083
120420 2697 091
550122 5487 790
600224 9113 781
580131 9383 683
760228 0176 882
090918 3251 391
620628 2030 191
511201 6831 094
020118 6418 785
540318 2881 685
020204 2336 480
400227 4503 281
770622 9778 287
500624 7003 580
770427 5345 998
401029 3060 087
710410 5431 082
570726 5294 896
950310 1460 289
590708 2318 898
640409 5977 181
930912 0504 296
821228 0053 082
500906 0537 987
730523 0992 489
820823 9086 083
840523 5160 696
800131 0023 691
021010 9448 785
811011 1296 797
060111 9844 399
680520 8260 184
170615 6033 986
131110 6147 991
160622 3313 187
190524 9902 894
420409 6375 593
070109 5166 582
750725 2373 794
801226 1346 180
870423 1840 799
620419 8783 183
140925 3736 483
411024 4920 283
900126 1233 193
500203 5143 593
690903 8205 482
920121 3721 284
580906 4331 994
890711 3058 191
531112 1766 789
620710 6507 183
751109 4798 593
610906 1223 286
890724 9497 997
161031 1309 893
780322 8091 084
640426 5648 082
080214 8284 192
960503 5411 384
140603 1908 192
130410 8850 684
001202 4049 686
860103 9767 886
690630 5049 084
780327 7220 087
591130 9521 582
800118 4967 391
021003 5719 983
620329 4111 091
170307 0622 185
841120 6050 789
590518 7371 490
710209 3942 980
540411 9002 996
860129 2054 596
920309 9545 082
590310 3647 399
081002 5166 994
150818 1035 891
500317 7402 293
600902 2213 484
000218 8711 086
580403 6357 989
560404 1873 498
881011 8639 483
570629 3753 488
750210 7504 995
420211 9654 187
041228 9153 989
160827 5200 191
880911 8117 588
881123 7453 591
690624 1904 482
101128 9698 285
070108 7397 481
560713 9099 298
520402 8911 482
420607 8689 389
481106 1385 990
670923 8366 692
690202 0968 584
130406 1637 491
901202 4040 190
681105 8003 695
531009 3554 096
730208 0181 785
500705 6065 090
790903 9679 381
870702 0115 092
661227 2354 692
950113 0110 282
120621 7845 585
501218 3744 484
941101 6208 289
110918 1156 289
991112 9798 081
100322 7581 799
430411 4998 096
